Referencia,Titular,NIF/CIF,Domicilio social,Localidad,Provincia,C. Postal,F. Concesion,F. Caducidad,Susceptible cesion,Susceptible mutualizacion,Obtenido por transferencia
PMPM-2000250,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,29/04/2020,31/12/2025,,,
PMPM-2000309,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,29/04/2020,31/12/2025,,,
PMPM-2000310,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,04/05/2020,31/12/2025,,,
... 10 11 12 13 14 15 16 17 18 19,...,10,11,12,13,14,15,16,17,18,19
PMPM-2000344,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,29/04/2020,31/12/2025,,,
PMPM-2000384,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,30/04/2020,31/12/2025,,,
PMPM-2000398,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,29/04/2020,31/12/2025,,,
PMPM-2000403,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,29/04/2020,31/12/2025,,,
PMPM-2000447,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,29/04/2020,31/12/2025,,,
PMPM-2000484,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,29/04/2020,31/12/2025,,,
PMPM-2000485,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,22/07/2020,31/12/2025,true,,
PMPM-2000514,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115",MADRID,MADRID,28042,23/06/2020,31/12/2025,true,,
PMPM-2000521,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115",MADRID,MADRID,28042,25/06/2020,31/12/2025,true,,
PMPM-2000929,ORANGE ESPAÑA SA,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCÓN,MADRID,28223,03/09/2020,31/12/2025,,,
... 10 11 12 13 14 15 16 17 18 19,...,10,11,12,13,14,15,16,17,18,19
PMPM-2000955,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,03/09/2020,31/12/2025,,,
PMPM-2000990,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,03/09/2020,31/12/2025,,,
PMPM-2001133,"RETEVISION I, S.A.U.",A62275680,"CL JUAN ESPLANDIU, 11-13",MADRID,MADRID,28007,01/10/2020,31/12/2025,true,,
PMPM-2001153,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO CLUB DEPORTIVO, 1.",MADRID,MADRID,28021,05/10/2020,31/12/2025,,,
PMPM-2001273,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO CLUB DEPORTIVO, 1.",MADRID,MADRID,28021,16/10/2020,31/12/2025,,,
PMPM-2001287,ORANGE ESPAÑA SA,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCÓN,MADRID,28223,22/10/2020,31/12/2025,,,
PMPM-2001312,ORANGE ESPAÑA SA,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCÓN,MADRID,28223,29/10/2020,31/12/2025,,,
PMPM-2001313,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,27/10/2020,31/12/2025,,,
PMPM-2001317,ORANGE ESPAGNE S.A.U,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCÓN,MADRID,28223,30/10/2020,31/12/2025,,,
PMPM-2001318,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO CLUB DEPORTIVO, 1.",MADRID,MADRID,28021,30/10/2020,31/12/2025,,,
... 10 11 12 13 14 15 16 17 18 19,...,10,11,12,13,14,15,16,17,18,19
PMPM-2001319,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,03/11/2020,31/12/2025,true,,
PMPM-2001355,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO CLUB DEPORTIVO, 1.",MADRID,MADRID,28021,30/10/2020,31/12/2025,,,
PMPM-2001391,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO CLUB DEPORTIVO, 1.",MADRID,MADRID,28021,12/11/2020,31/12/2025,,,
PMPM-2001397,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,13/11/2020,31/12/2025,,,
PMPM-2001434,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,20/11/2020,31/12/2025,,,
PMPM-2001440,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,20/11/2020,31/12/2025,true,,
PMPM-2001452,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,24/11/2020,31/12/2025,,,
PMPM-2001492,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,04/12/2020,31/12/2025,true,,
PMPM-2001511,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,12/01/2021,31/12/2026,true,,
PMPM-2001512,ORANGE ESPAGNE S.A.U,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCÓN,MADRID,28223,22/12/2020,31/12/2025,,,
... 10 11 12 13 14 15 16 17 18 19,...,10,11,12,13,14,15,16,17,18,19
PMPM-2001528,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,28/12/2020,31/12/2025,true,,
PMPM-2001548,BE FREE NETWORKS SL,B57848525,"CALLE CANARIAS, 31. ESC. 6 4º 7",EIVISSA,ILLES BALEARS,07800,15/01/2021,31/12/2026,true,,
PMPM-2100020,ORANGE ESPAGNE S.A.U,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCÓN,MADRID,28223,03/02/2021,31/12/2026,,,
PMPM-2100040,ORANGE ESPAGNE S.A.U,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCÓN,MADRID,28223,05/02/2021,31/12/2026,,,
PMPM-2100041,ORANGE ESPAGNE S.A.U,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCÓN,MADRID,28223,05/02/2021,31/12/2026,,,
PMPM-2100068,ORANGE ESPAGNE S.A.U,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCÓN,MADRID,28223,11/02/2021,31/12/2026,,,
PMPM-2100069,ORANGE ESPAGNE S.A.U,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCÓN,MADRID,28223,11/02/2021,31/12/2026,,,
PMPM-2100070,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,25/02/2021,31/12/2026,true,,
PMPM-2100081,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,01/03/2021,31/12/2026,true,,
PMPM-2100126,"ORANGE ESPAGNE, S.A.U",A82009812,"CALLE PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,01/03/2021,31/12/2026,,,
... 10 11 12 13 14 15 16 17 18 19,...,10,11,12,13,14,15,16,17,18,19
PMPM-2100163,"ORANGE ESPAGNE, S.A.U",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,09/03/2021,31/12/2026,,,
PMPM-2100254,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,26/03/2021,31/12/2026,,,
PMPM-2100255,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,26/03/2021,31/12/2026,,,
PMPM-2100269,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,06/04/2021,31/12/2026,true,,
PMPM-2100342,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,19/04/2021,31/12/2026,,,
PMPM-2100360,VODAFONE ONO SA,A62186556,"CALLE AMERICA, 115.",MADRID,MADRID,28042,04/05/2021,31/12/2026,true,,
PMPM-2100389,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,04/05/2021,31/12/2026,true,,
PMPM-2100504,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,13/05/2021,31/12/2026,,,
PMPM-2100527,"XFERA MOVILES, S.A.U.",A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,17/05/2021,31/12/2026,,,
PMPM-2100641,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,07/06/2021,31/12/2026,,,
... 10 11 12 13 14 15 16 17 18 19,...,10,11,12,13,14,15,16,17,18,19
PMPM-2100680,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,06/07/2021,31/12/2026,true,,
PMPM-2100714,"RETEVISION I, S.A.U.",A62275680,"CALLE JUAN ESPLANDIÚ, 11.",MADRID,MADRID,28007,08/07/2021,31/12/2026,true,,
PMPM-2100715,"RETEVISION I, S.A.U.",A62275680,"CALLE JUAN ESPLANDIÚ, 11.",MADRID,MADRID,28007,06/07/2021,31/12/2026,true,,
PMPM-2100716,"RETEVISION I, S.A.U.",A62275680,"CALLE JUAN ESPLANDIÚ, 11.",MADRID,MADRID,28007,06/07/2021,31/12/2026,true,,
PMPM-2100717,"RETEVISION I, S.A.U.",A62275680,"CALLE JUAN ESPLANDIÚ, 11.",MADRID,MADRID,28007,06/07/2021,31/12/2026,true,,
PMPM-2100718,"RETEVISION I, S.A.U.",A62275680,"CALLE JUAN ESPLANDIÚ, 11.",MADRID,MADRID,28007,06/07/2021,31/12/2026,true,,
PMPM-2100748,"RETEVISION I, S.A.U.",A62275680,"CALLE JUAN ESPLANDIÚ, 11.",MADRID,MADRID,28007,14/07/2021,31/12/2026,true,,
PMPM-2100820,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,16/08/2021,31/12/2026,,,
PMPM-2100864,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,30/08/2021,31/12/2026,,,
PMPM-2100868,"XFERA MOVILES, S.A.U.",A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28018,02/09/2021,31/12/2026,,,
... 10 11 12 13 14 15 16 17 18 19,...,10,11,12,13,14,15,16,17,18,19
PMPM-2100878,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,30/08/2021,31/12/2026,,,
PMPM-2100912,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,05/10/2021,31/12/2026,true,,
PMPM-2100940,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,07/10/2021,31/12/2026,,,
PMPM-2100964,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,07/10/2021,31/12/2026,,,
PMPM-2101004,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,08/11/2021,31/12/2026,,,
PMPM-2101027,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,18/11/2021,31/12/2026,,,
PMPM-2200344,"ORANGE ESPAGNE, S.A.U.",A82009812,"PS CLUB DEPORTIVO, 1",MADRID,MADRID,28223,19/04/2022,31/12/2027,,,
PMPM-2200367,VODAFONE ONO S.A.,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,21/04/2022,31/12/2027,true,,
PMPM-2200368,VODAFONE ONO S.A.,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,21/04/2022,31/12/2027,true,,
PMPM-2200369,"RETEVISION I, S.A.U.",A62275680,"CALLE JUAN ESPLANDIÚ, 11.",MADRID,MADRID,28007,25/04/2022,31/12/2027,true,,
... 10 11 12 13 14 15 16 17 18 19,...,10,11,12,13,14,15,16,17,18,19
BIZZ-0500014,"ITELAZPI, S.A.",A95282216,"CALLE TEKNOLOGI ELKARTEGIA, EDIF 101.",ZAMUDIO,BIZKAIA,48170,08/03/2006,31/12/2026,true,,
DGZZ-8962101,"RETEVISION I, S.A.",A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,29/04/2005,31/12/2025,true,,
DGZZ-9200205,"RETEVISION I, S.A.",A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,08/06/2001,31/12/2026,true,,
LOLO-0700123,TRIUNFO TELECOMUNICACIONES SL,B26314443,"CALLE ANTONIO MACHADO, 5. BAJOº",ARNEDO,RIOJA (LA),26580,11/04/2008,31/12/2023,true,,
LOLO-0800044,TRIUNFO TELECOMUNICACIONES S.L.,B26314443,"CL ANTONIO MACHADO, 5",ARNEDO,RIOJA (LA),26580,03/10/2008,31/12/2023,true,,
LOLO-0800156,"RETEVISION I, S.A.U.",A62275680,"CALLE JUAN ESPLANDIÚ, 11.",MADRID,MADRID,28007,31/03/2009,31/12/2024,true,,
LOLO-1000038,"RETEVISION I, S.A.",A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,27/09/2010,31/12/2025,,,
LOLO-1100209,"RETEVISION I, S.A.",A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,21/10/2011,31/12/2026,true,,
LOLO-1200022,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,09/05/2012,31/12/2022,true,,
LOLO-1200473,"XFERA MOVILES, S.A.U.",A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,05/10/2012,31/12/2022,true,,
LOLO-1200510,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,14/01/2013,31/12/2023,true,,
LOLO-1300026,"XFERA MOVILES, S.A.U.",A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,03/05/2013,31/12/2023,true,,
LOLO-1300058,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,24/01/2014,31/12/2024,true,,
LOLO-1300063,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,10/02/2014,31/12/2024,true,,
LOLO-1500024,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,05/03/2015,31/12/2025,true,,
LOLO-1500077,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,07/05/2015,31/12/2025,true,,
LOLO-1600003,RETEVISION I SA,A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,28/01/2016,31/12/2026,true,,
LOLO-1600098,TRIUNFO TELECOMUNICACIONES SL,B26314443,"CALLE ANTONIO MACHADO, 5. BAJOº",ARNEDO,RIOJA (LA),26580,11/04/2016,31/12/2026,true,,
LOLO-1600126,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,10/05/2016,31/12/2026,true,,
LOLO-1700105,"VODAFONE ESPAÑA, SA",A80907397,"AV AMERICA, 115",MADRID,MADRID,28042,03/04/2017,31/12/2022,true,,
LOLO-1700136,"RETEVISION I, SAU",A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,29/05/2017,31/12/2022,true,,
LOLO-1800085,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,20/04/2018,31/12/2023,true,,
LOLO-1800089,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,26/04/2018,31/12/2023,true,,
LOLO-1800108,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,09/05/2018,31/12/2023,true,,
LOLO-1800152,"RETEVISION I, SAU",A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,13/07/2018,31/12/2023,true,,
LOLO-1800165,"RETEVISION I, SAU",A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,25/08/2018,31/12/2023,true,,
LOLO-1800204,VODAFONE ONO SA,A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,02/10/2018,31/12/2023,true,,
LOLO-1900045,VODAFONE ONO SA,A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,05/03/2019,31/12/2024,true,,
LOLO-1900213,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,04/09/2019,31/12/2024,true,,
LOLO-1900228,VODAFONE ONO SA,A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,18/09/2019,31/12/2024,true,,
LOLO-1900257,VODAFONE ONO SA,A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,12/11/2019,31/12/2024,true,,
LOLO-2000080,VODAFONE ONO SA,A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,26/05/2020,31/12/2025,true,,
LOLO-2000158,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,08/07/2020,31/12/2025,true,,
LOLO-2000264,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,09/10/2020,31/12/2025,true,,
LOLO-2000271,ORANGE ESPAÑA SA,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCÓN,MADRID,28223,20/10/2020,31/12/2025,,,
LOLO-2000332,"RETEVISION I, S.A.U.",A62275680,"CALLE JUAN ESPLANDIÚ, 11.",MADRID,MADRID,28007,28/12/2020,31/12/2025,true,,
LOLO-2000333,ORANGE ESPAGNE S.A.U,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCÓN,MADRID,28223,28/12/2020,31/12/2025,,,
LOLO-2000347,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,11/01/2021,31/12/2026,true,,
LOLO-2000348,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,15/01/2021,31/12/2026,true,,
LOLO-2100101,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,12/04/2021,31/12/2026,true,,
LOLO-2100284,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,02/09/2021,31/12/2026,true,,
LOLO-2100339,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,16/12/2021,31/12/2026,true,,
LOZZ-0800083,NAVARRA DE SERVICIOS Y TECNOLOGIAS SA,A31098064,"AV SAN JORGE, 81 ENTREPLANTA IZDA.",PAMPLONA/IRUÑA,NAVARRA,31012,16/12/2008,31/12/2023,true,,Detalle
LOZZ-1300055,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,02/12/2013,31/12/2023,true,,
LOZZ-1400074,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,30/07/2014,31/12/2024,true,,
LOZZ-1900095,VODAFONE ONO SA,A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,15/04/2019,31/12/2024,true,,
LOZZ-1900127,VODAFONE ONO SA,A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,08/05/2019,31/12/2024,true,,
LOZZ-1900227,VODAFONE ONO SA,A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,18/09/2019,31/12/2024,true,,
LOZZ-1900268,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,03/12/2019,31/12/2024,,,
LOZZ-2000073,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,27/05/2020,31/12/2025,true,,
BIBI-0700268,"ITELAZPI,S.A.",A95282216,"CL TEKNOLOGI ELKARTEGIA, EDIFICIO 101",ZAMUDIO,BIZKAIA,48170,07/11/2007,31/12/2022,true,,
BIBI-0700353,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,27/11/2007,31/12/2022,true,,
BIBI-0700354,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,30/11/2007,31/12/2022,true,,
BIBI-0800011,"RETEVISION I, S.A.",A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,18/11/2008,31/12/2023,true,,
BIBI-1100250,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,24/08/2011,31/12/2026,true,,
BIBI-1100251,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,01/07/2011,31/12/2026,true,,
BIBI-1300303,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,27/01/2014,31/12/2024,true,,
BIBI-1400091,"ORANGE ESPAGNE, SAU",A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,30/04/2014,31/12/2024,true,,
BIBI-1700097,RETEVISION I SA,A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,03/03/2017,31/12/2022,true,,
BIBI-1700211,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,03/07/2017,31/12/2022,true,,
1 2 3 4 5 6 7 8 9 10 ...,1,2,3,4,5,6,7,8,9,10,...
BIBI-1700373,"RETEVISION I, S.A.UNIP.",A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,08/08/2017,31/12/2022,true,,
BIBI-1800356,"RETEVISION I, SAU",A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,02/07/2018,31/12/2023,true,,
BIBI-1900345,ORANGE ESPAGNE SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,10/04/2019,31/12/2024,,,
BIBI-1900399,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,23/05/2019,31/12/2024,,,
BIBI-1900477,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,18/06/2019,31/12/2024,,,
BIBI-1900478,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,18/06/2019,31/12/2024,,,
BIBI-1900479,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,19/06/2019,31/12/2024,,,
BIBI-1900493,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,04/07/2019,31/12/2024,,,
BIBI-1900583,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,04/09/2019,31/12/2024,,,
BIBI-1900584,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO 1. PARQUE EMPRESARIAL LA FINCA, 5. 0º",MADRID,MADRID,28223,04/09/2019,31/12/2024,,,
1 2 3 4 5 6 7 8 9 10 ...,1,2,3,4,5,6,7,8,9,10,...
BIBI-1900618,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,04/09/2019,31/12/2024,,,
BIBI-1900637,ORANGE ESPAGNE SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,04/09/2019,31/12/2024,,,
BIBI-2000279,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,10/07/2020,31/12/2025,true,,
BIBI-2000297,"RETEVISION I, S.A.U.",A62275680,"CL JUAN ESPLANDIU, 11-13",MADRID,MADRID,28007,22/07/2020,31/12/2025,true,,
BIBI-2000427,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,03/09/2020,31/12/2025,true,,
BIBI-2000435,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,03/09/2020,31/12/2025,,,
BIBI-2000436,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,03/09/2020,31/12/2025,true,,
BIBI-2000639,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,20/10/2020,31/12/2025,true,,
BIBI-2000847,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,02/12/2020,31/12/2025,,,
BIBI-2100040,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,16/02/2021,31/12/2026,,,
1 2 3 4 5 6 7 8 9 10 ...,1,2,3,4,5,6,7,8,9,10,...
BIBI-2100062,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,02/03/2021,31/12/2026,true,,
BIBI-2100079,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,09/03/2021,31/12/2026,true,,
BIBI-2100164,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,28/05/2021,31/12/2026,,,
