;Referencia;Comunidad;Provincia;Municipio;Frequencias;Tipo;codigopostalid;lat;lon
3006325;ALAL-1800031;ANDALUCÍA;ALMERÍA;EJIDO (EL);38052.0;MHz;240;-2712437310.0;42939811580.0
3020990;ALAL-1800031;ANDALUCÍA;ALMERÍA;EJIDO (EL);39312.0;MHz;240;-2712437310.0;42939811580.0
3035655;ALAL-1800079;ANDALUCÍA;ALMERÍA;ARBOLEAS;18277.5;MHz;240;-2712437310.0;42939811580.0
3050320;ALAL-1800079;ANDALUCÍA;ALMERÍA;CANTORIA;19287.5;MHz;240;-2712437310.0;42939811580.0
3064985;ALAL-1800079;ANDALUCÍA;ALMERÍA;CUEVAS DEL ALMANZORA;6980.0;MHz;240;-2712437310.0;42939811580.0
3079650;ALAL-1800079;ANDALUCÍA;ALMERÍA;VELEZ-RUBIO;6640.0;MHz;240;-2712437310.0;42939811580.0
3094317;ALAL-1800089;ANDALUCÍA;ALMERÍA;NIJAR;18250.0;MHz;1450;-3000073260.0;43054277760.0
3108982;ALAL-1800089;ANDALUCÍA;ALMERÍA;NIJAR;19260.0;MHz;1450;-3000073260.0;43054277760.0
3123645;ALAL-1800159;ANDALUCÍA;ALMERÍA;ALMERIA;37061.5;MHz;240;-2712437310.0;42939811580.0
3138310;ALAL-1800159;ANDALUCÍA;ALMERÍA;ALMERIA;38321.5;MHz;240;-2712437310.0;42939811580.0
3152975;ALAL-1800166;ANDALUCÍA;ALMERÍA;ALMERIA;22074.5;MHz;240;-2712437310.0;42939811580.0
3167640;ALAL-1800166;ANDALUCÍA;ALMERÍA;ALMERIA;23082.5;MHz;240;-2712437310.0;42939811580.0
3182305;ALAL-1800183;ANDALUCÍA;ALMERÍA;PULPI;28360.5;MHz;240;-2712437310.0;42939811580.0
3196970;ALAL-1800183;ANDALUCÍA;ALMERÍA;PULPI;29368.5;MHz;240;-2712437310.0;42939811580.0
3211635;ALAL-1800184;ANDALUCÍA;ALMERÍA;GARRUCHA;28360.5;MHz;240;-2712437310.0;42939811580.0
3226300;ALAL-1800184;ANDALUCÍA;ALMERÍA;GARRUCHA;29368.5;MHz;240;-2712437310.0;42939811580.0
3240965;ALAL-1800199;ANDALUCÍA;ALMERÍA;ALMERIA;19315.0;MHz;240;-2712437310.0;42939811580.0
3255632;ALAL-1800199;ANDALUCÍA;ALMERÍA;NIJAR;18305.0;MHz;1450;-3000073260.0;43054277760.0
3270295;ALAL-1800310;ANDALUCÍA;ALMERÍA;ALMERIA;37128.0;MHz;240;-2712437310.0;42939811580.0
3284960;ALAL-1800310;ANDALUCÍA;ALMERÍA;ALMERIA;38388.0;MHz;240;-2712437310.0;42939811580.0
3299625;ALAL-1900072;ANDALUCÍA;ALMERÍA;CARBONERAS;75750.0;MHz;240;-2712437310.0;42939811580.0
3314290;ALAL-1900072;ANDALUCÍA;ALMERÍA;CARBONERAS;85750.0;MHz;240;-2712437310.0;42939811580.0
3328955;ALAL-1900072;ANDALUCÍA;ALMERÍA;GARRUCHA;75750.0;MHz;240;-2712437310.0;42939811580.0
3343622;ALAL-1900072;ANDALUCÍA;ALMERÍA;MOJACAR;75750.0;MHz;1450;-3000073260.0;43054277760.0
3358287;ALAL-1900072;ANDALUCÍA;ALMERÍA;MOJACAR;85750.0;MHz;1450;-3000073260.0;43054277760.0
3372952;ALAL-1900072;ANDALUCÍA;ALMERÍA;NIJAR;75750.0;MHz;1450;-3000073260.0;43054277760.0
3387615;ALAL-1900072;ANDALUCÍA;ALMERÍA;VERA;75750.0;MHz;240;-2712437310.0;42939811580.0
3402280;ALAL-1900072;ANDALUCÍA;ALMERÍA;VERA;85750.0;MHz;240;-2712437310.0;42939811580.0
3416950;ALAL-1900077;ANDALUCÍA;ALMERÍA;SORBAS;75750.0;MHz;1160;-2565400370.0;43051196530.0
3431615;ALAL-1900077;ANDALUCÍA;ALMERÍA;SORBAS;85750.0;MHz;1160;-2565400370.0;43051196530.0
3446275;ALAL-1900138;ANDALUCÍA;ALMERÍA;BALANEGRA;85750.0;MHz;240;-2712437310.0;42939811580.0
3460940;ALAL-1900138;ANDALUCÍA;ALMERÍA;EJIDO (EL);75750.0;MHz;240;-2712437310.0;42939811580.0
3475605;ALAL-1900138;ANDALUCÍA;ALMERÍA;EJIDO (EL);85750.0;MHz;240;-2712437310.0;42939811580.0
3490272;ALAL-1900636;ANDALUCÍA;ALMERÍA;MOJACAR;75000.0;MHz;1450;-3000073260.0;43054277760.0
3504937;ALAL-1900636;ANDALUCÍA;ALMERÍA;MOJACAR;85000.0;MHz;1450;-3000073260.0;43054277760.0
3519600;ALAL-2000003;ANDALUCÍA;ALMERÍA;ROQUETAS DE MAR;37268.0;MHz;240;-2712437310.0;42939811580.0
3534265;ALAL-2000003;ANDALUCÍA;ALMERÍA;ROQUETAS DE MAR;38528.0;MHz;240;-2712437310.0;42939811580.0
3548930;ALAL-2000004;ANDALUCÍA;ALMERÍA;ROQUETAS DE MAR;75500.0;MHz;240;-2712437310.0;42939811580.0
3563595;ALAL-2000004;ANDALUCÍA;ALMERÍA;ROQUETAS DE MAR;75750.0;MHz;240;-2712437310.0;42939811580.0
3578260;ALAL-2000004;ANDALUCÍA;ALMERÍA;ROQUETAS DE MAR;85500.0;MHz;240;-2712437310.0;42939811580.0
3592925;ALAL-2000004;ANDALUCÍA;ALMERÍA;ROQUETAS DE MAR;85750.0;MHz;240;-2712437310.0;42939811580.0
3607590;ALAL-2000020;ANDALUCÍA;ALMERÍA;ALBOLODUY;75750.0;MHz;240;-2712437310.0;42939811580.0
3622255;ALAL-2000020;ANDALUCÍA;ALMERÍA;ALBOLODUY;85750.0;MHz;240;-2712437310.0;42939811580.0
3636920;ALAL-2000020;ANDALUCÍA;ALMERÍA;ALICUN;85500.0;MHz;240;-2712437310.0;42939811580.0
3651585;ALAL-2000020;ANDALUCÍA;ALMERÍA;ILLAR;75750.0;MHz;240;-2712437310.0;42939811580.0
3666250;ALAL-2000020;ANDALUCÍA;ALMERÍA;RAGOL;85750.0;MHz;240;-2712437310.0;42939811580.0
3680915;ALAL-2000020;ANDALUCÍA;ALMERÍA;ROQUETAS DE MAR;75250.0;MHz;240;-2712437310.0;42939811580.0
3695580;ALAL-2000020;ANDALUCÍA;ALMERÍA;ROQUETAS DE MAR;75750.0;MHz;240;-2712437310.0;42939811580.0
3710245;ALAL-2000020;ANDALUCÍA;ALMERÍA;ROQUETAS DE MAR;85250.0;MHz;240;-2712437310.0;42939811580.0
3724910;ALAL-2000020;ANDALUCÍA;ALMERÍA;ROQUETAS DE MAR;85750.0;MHz;240;-2712437310.0;42939811580.0
3739575;ALAL-2000020;ANDALUCÍA;ALMERÍA;SANTA FE DE MONDUJAR;75250.0;MHz;240;-2712437310.0;42939811580.0
3754240;ALAL-2000020;ANDALUCÍA;ALMERÍA;SANTA FE DE MONDUJAR;85250.0;MHz;240;-2712437310.0;42939811580.0
3768905;ALAL-2000020;ANDALUCÍA;ALMERÍA;TERQUE;75500.0;MHz;240;-2712437310.0;42939811580.0
3783572;ALAL-2000020;ANDALUCÍA;ALMERÍA;VICAR;85750.0;MHz;1450;-3000073260.0;43054277760.0
3798235;ALAL-2000028;ANDALUCÍA;ALMERÍA;GARRUCHA;75750.0;MHz;240;-2712437310.0;42939811580.0
3812900;ALAL-2000028;ANDALUCÍA;ALMERÍA;GARRUCHA;85750.0;MHz;240;-2712437310.0;42939811580.0
3827565;ALAL-2000045;ANDALUCÍA;ALMERÍA;ROQUETAS DE MAR;37268.0;MHz;240;-2712437310.0;42939811580.0
3842230;ALAL-2000045;ANDALUCÍA;ALMERÍA;ROQUETAS DE MAR;38528.0;MHz;240;-2712437310.0;42939811580.0
3856895;ALAL-2000071;ANDALUCÍA;ALMERÍA;MOJONERA (LA);37611.0;MHz;240;-2712437310.0;42939811580.0
3871562;ALAL-2000071;ANDALUCÍA;ALMERÍA;VICAR;38871.0;MHz;1450;-3000073260.0;43054277760.0
3886225;ALAL-2000087;ANDALUCÍA;ALMERÍA;MOJONERA (LA);37933.0;MHz;240;-2712437310.0;42939811580.0
3900892;ALAL-2000087;ANDALUCÍA;ALMERÍA;VICAR;39193.0;MHz;1450;-3000073260.0;43054277760.0
3915557;ALAL-2000159;ANDALUCÍA;ALMERÍA;NIJAR;75750.0;MHz;1450;-3000073260.0;43054277760.0
3930222;ALAL-2000159;ANDALUCÍA;ALMERÍA;NIJAR;85750.0;MHz;1450;-3000073260.0;43054277760.0
3944885;ALAL-2000160;ANDALUCÍA;ALMERÍA;CUEVAS DEL ALMANZORA;14949.0;MHz;240;-2712437310.0;42939811580.0
3959550;ALAL-2000160;ANDALUCÍA;ALMERÍA;URRACAL;14529.0;MHz;240;-2712437310.0;42939811580.0
3974215;ALAL-2000207;ANDALUCÍA;ALMERÍA;ADRA;14935.0;MHz;240;-2712437310.0;42939811580.0
3988880;ALAL-2000207;ANDALUCÍA;ALMERÍA;EJIDO (EL);14515.0;MHz;240;-2712437310.0;42939811580.0
4003545;ALAL-2000285;ANDALUCÍA;ALMERÍA;GARRUCHA;75500.0;MHz;240;-2712437310.0;42939811580.0
4018210;ALAL-2000285;ANDALUCÍA;ALMERÍA;VERA;85500.0;MHz;240;-2712437310.0;42939811580.0
4032877;ALAL-2000287;ANDALUCÍA;ALMERÍA;MOJACAR;75750.0;MHz;1450;-3000073260.0;43054277760.0
4047542;ALAL-2000287;ANDALUCÍA;ALMERÍA;MOJACAR;85750.0;MHz;1450;-3000073260.0;43054277760.0
4062205;ALAL-2000302;ANDALUCÍA;ALMERÍA;ADRA;75750.0;MHz;240;-2712437310.0;42939811580.0
4076870;ALAL-2000302;ANDALUCÍA;ALMERÍA;ADRA;85750.0;MHz;240;-2712437310.0;42939811580.0
4091535;ALAL-2000311;ANDALUCÍA;ALMERÍA;LUCAINENA DE LAS TORRES;75625.0;MHz;240;-2712437310.0;42939811580.0
4106202;ALAL-2000311;ANDALUCÍA;ALMERÍA;NIJAR;85625.0;MHz;1450;-3000073260.0;43054277760.0
4120867;ALAL-2000427;ANDALUCÍA;ALMERÍA;ZURGENA;75750.0;MHz;1450;-3000073260.0;43054277760.0
4135532;ALAL-2000427;ANDALUCÍA;ALMERÍA;ZURGENA;85750.0;MHz;1450;-3000073260.0;43054277760.0
4150195;ALAL-2000445;ANDALUCÍA;ALMERÍA;ALCUDIA DE MONTEAGUD;75750.0;MHz;240;-2712437310.0;42939811580.0
4164860;ALAL-2000445;ANDALUCÍA;ALMERÍA;TAHAL;85750.0;MHz;240;-2712437310.0;42939811580.0
4179525;ALAL-2000539;ANDALUCÍA;ALMERÍA;ALMERIA;23170.0;MHz;240;-2712437310.0;42939811580.0
4194198;ALAL-2000539;ANDALUCÍA;ALMERÍA;PECHINA;22162.0;MHz;1474;-3127917180.0;43120843580.0
4208855;ALAL-2000596;ANDALUCÍA;ALMERÍA;EJIDO (EL);85500.0;MHz;240;-2712437310.0;42939811580.0
4223522;ALAL-2000596;ANDALUCÍA;CÁDIZ;UBRIQUE;75500.0;MHz;1450;-3000073260.0;43054277760.0
4238185;ALAL-2100024;ANDALUCÍA;ALMERÍA;EJIDO (EL);75500.0;MHz;240;-2712437310.0;42939811580.0
4252850;ALAL-2100024;ANDALUCÍA;ALMERÍA;EJIDO (EL);85500.0;MHz;240;-2712437310.0;42939811580.0
4267515;ALAL-2100042;ANDALUCÍA;ALMERÍA;VELEZ-BLANCO;85750.0;MHz;240;-2712437310.0;42939811580.0
4282180;ALAL-2100042;ANDALUCÍA;ALMERÍA;VELEZ-RUBIO;75750.0;MHz;240;-2712437310.0;42939811580.0
4296845;ALAL-2100045;ANDALUCÍA;ALMERÍA;EJIDO (EL);37611.0;MHz;240;-2712437310.0;42939811580.0
4311510;ALAL-2100045;ANDALUCÍA;ALMERÍA;EJIDO (EL);38871.0;MHz;240;-2712437310.0;42939811580.0
4326175;ALAL-2100063;ANDALUCÍA;ALMERÍA;EJIDO (EL);75750.0;MHz;240;-2712437310.0;42939811580.0
4340840;ALAL-2100063;ANDALUCÍA;ALMERÍA;EJIDO (EL);85750.0;MHz;240;-2712437310.0;42939811580.0
4355505;ALAL-2100168;ANDALUCÍA;ALMERÍA;ARBOLEAS;85750.0;MHz;240;-2712437310.0;42939811580.0
4370170;ALAL-2100168;ANDALUCÍA;ALMERÍA;ENIX;85750.0;MHz;240;-2712437310.0;42939811580.0
4384843;ALAL-2100168;ANDALUCÍA;ALMERÍA;FINES;85750.0;MHz;1474;-3127917180.0;43120843580.0
4399500;ALAL-2100168;ANDALUCÍA;ALMERÍA;MACAEL;85750.0;MHz;240;-2712437310.0;42939811580.0
4414165;ALAL-2100168;ANDALUCÍA;ALMERÍA;OLULA DEL RIO;75750.0;MHz;240;-2712437310.0;42939811580.0
4428830;ALAL-2100168;ANDALUCÍA;ALMERÍA;ROQUETAS DE MAR;75750.0;MHz;240;-2712437310.0;42939811580.0
4443500;ALAL-2100168;ANDALUCÍA;ALMERÍA;SORBAS;75750.0;MHz;1160;-2565400370.0;43051196530.0
4458165;ALAL-2100168;ANDALUCÍA;ALMERÍA;SORBAS;85750.0;MHz;1160;-2565400370.0;43051196530.0
4472827;ALAL-2100168;ANDALUCÍA;ALMERÍA;VICAR;75750.0;MHz;1450;-3000073260.0;43054277760.0
4487492;ALAL-2100168;ANDALUCÍA;ALMERÍA;VICAR;85750.0;MHz;1450;-3000073260.0;43054277760.0
4502157;ALAL-2100168;ANDALUCÍA;ALMERÍA;ZURGENA;75750.0;MHz;1450;-3000073260.0;43054277760.0
4516820;ALAL-2100185;ANDALUCÍA;ALMERÍA;ALMERIA;37737.0;MHz;240;-2712437310.0;42939811580.0
4531485;ALAL-2100185;ANDALUCÍA;ALMERÍA;ALMERIA;38997.0;MHz;240;-2712437310.0;42939811580.0
4546150;ALAL-2100276;ANDALUCÍA;ALMERÍA;ALMERIA;75750.0;MHz;240;-2712437310.0;42939811580.0
4560815;ALAL-2100276;ANDALUCÍA;ALMERÍA;ALMERIA;85750.0;MHz;240;-2712437310.0;42939811580.0
4575480;ALAL-2100277;ANDALUCÍA;ALMERÍA;ALMERIA;75750.0;MHz;240;-2712437310.0;42939811580.0
4590145;ALAL-2100277;ANDALUCÍA;ALMERÍA;ALMERIA;85750.0;MHz;240;-2712437310.0;42939811580.0
4604810;ALAL-2100278;ANDALUCÍA;ALMERÍA;NACIMIENTO;75750.0;MHz;240;-2712437310.0;42939811580.0
4619475;ALAL-2100278;ANDALUCÍA;ALMERÍA;NACIMIENTO;85750.0;MHz;240;-2712437310.0;42939811580.0
4634140;ALAL-2100279;ANDALUCÍA;ALMERÍA;ARMUÑA DE ALMANZORA;75750.0;MHz;240;-2712437310.0;42939811580.0
4648805;ALAL-2100279;ANDALUCÍA;ALMERÍA;ARMUÑA DE ALMANZORA;85750.0;MHz;240;-2712437310.0;42939811580.0
4663472;ALAL-2100280;ANDALUCÍA;ALMERÍA;ALBOX;75750.0;MHz;1450;-3000073260.0;43054277760.0
4678137;ALAL-2100280;ANDALUCÍA;ALMERÍA;ALBOX;85750.0;MHz;1450;-3000073260.0;43054277760.0
4692800;ALAL-2100281;ANDALUCÍA;ALMERÍA;SUFLI;75750.0;MHz;240;-2712437310.0;42939811580.0
4707465;ALAL-2100281;ANDALUCÍA;ALMERÍA;SUFLI;85750.0;MHz;240;-2712437310.0;42939811580.0
4722130;ALAL-2100357;ANDALUCÍA;ALMERÍA;ALMERIA;22190.0;MHz;240;-2712437310.0;42939811580.0
4736795;ALAL-2100357;ANDALUCÍA;ALMERÍA;ALMERIA;23198.0;MHz;240;-2712437310.0;42939811580.0
4751460;ALAL-2100360;ANDALUCÍA;ALMERÍA;ABLA;75750.0;MHz;240;-2712437310.0;42939811580.0
4766125;ALAL-2100360;ANDALUCÍA;ALMERÍA;ABLA;85750.0;MHz;240;-2712437310.0;42939811580.0
4780790;ALAL-2100360;ANDALUCÍA;ALMERÍA;ABRUCENA;75750.0;MHz;240;-2712437310.0;42939811580.0
4795455;ALAL-2100360;ANDALUCÍA;ALMERÍA;ABRUCENA;85750.0;MHz;240;-2712437310.0;42939811580.0
4810120;ALAL-2100360;ANDALUCÍA;ALMERÍA;ALMERIA;75750.0;MHz;240;-2712437310.0;42939811580.0
4824785;ALAL-2100360;ANDALUCÍA;ALMERÍA;ALMERIA;85750.0;MHz;240;-2712437310.0;42939811580.0
4839450;ALAL-2100360;ANDALUCÍA;ALMERÍA;BENAHADUX;75750.0;MHz;240;-2712437310.0;42939811580.0
4854115;ALAL-2100360;ANDALUCÍA;ALMERÍA;EJIDO (EL);75750.0;MHz;240;-2712437310.0;42939811580.0
4868780;ALAL-2100360;ANDALUCÍA;ALMERÍA;EJIDO (EL);85750.0;MHz;240;-2712437310.0;42939811580.0
4883445;ALAL-2100360;ANDALUCÍA;ALMERÍA;HUERCAL DE ALMERIA;85750.0;MHz;240;-2712437310.0;42939811580.0
4898110;ALAL-2100360;ANDALUCÍA;ALMERÍA;LUBRIN;75750.0;MHz;240;-2712437310.0;42939811580.0
4912775;ALAL-2100360;ANDALUCÍA;ALMERÍA;LUBRIN;85750.0;MHz;240;-2712437310.0;42939811580.0
4927448;ALAL-2100360;ANDALUCÍA;ALMERÍA;PECHINA;85750.0;MHz;1474;-3127917180.0;43120843580.0
4942105;ALAL-2100360;ANDALUCÍA;ALMERÍA;ROQUETAS DE MAR;75500.0;MHz;240;-2712437310.0;42939811580.0
4956775;ALAL-2100360;ANDALUCÍA;ALMERÍA;SORBAS;75500.0;MHz;1160;-2565400370.0;43051196530.0
4971440;ALAL-2100360;ANDALUCÍA;ALMERÍA;SORBAS;85500.0;MHz;1160;-2565400370.0;43051196530.0
4986102;ALAL-2100360;ANDALUCÍA;ALMERÍA;VICAR;85500.0;MHz;1450;-3000073260.0;43054277760.0
5000765;ALAL-2100367;ANDALUCÍA;ALMERÍA;ALMERIA;19425.0;MHz;240;-2712437310.0;42939811580.0
5015430;ALAL-2100367;ANDALUCÍA;ALMERÍA;TABERNAS;18415.0;MHz;240;-2712437310.0;42939811580.0
5030095;ALAL-2100422;ANDALUCÍA;ALMERÍA;HUERCAL DE ALMERIA;75750.0;MHz;240;-2712437310.0;42939811580.0
5044762;ALAL-2100422;ANDALUCÍA;ALMERÍA;VIATOR;85750.0;MHz;1450;-3000073260.0;43054277760.0
5059425;ALAL-2100484;ANDALUCÍA;ALMERÍA;ALMERIA;38094.0;MHz;240;-2712437310.0;42939811580.0
5074090;ALAL-2100484;ANDALUCÍA;ALMERÍA;ALMERIA;39354.0;MHz;240;-2712437310.0;42939811580.0
5088755;ALAL-2100496;ANDALUCÍA;ALMERÍA;ALMERIA;75750.0;MHz;240;-2712437310.0;42939811580.0
5103420;ALAL-2100496;ANDALUCÍA;ALMERÍA;ALMERIA;85750.0;MHz;240;-2712437310.0;42939811580.0
5118085;ALAL-2100496;ANDALUCÍA;ALMERÍA;CARBONERAS;75625.0;MHz;240;-2712437310.0;42939811580.0
5132750;ALAL-2100496;ANDALUCÍA;ALMERÍA;CARBONERAS;85625.0;MHz;240;-2712437310.0;42939811580.0
5147415;ALAL-2100496;ANDALUCÍA;ALMERÍA;HUERCAL-OVERA;75750.0;MHz;240;-2712437310.0;42939811580.0
5162080;ALAL-2100496;ANDALUCÍA;ALMERÍA;HUERCAL-OVERA;85750.0;MHz;240;-2712437310.0;42939811580.0
5176747;ALAL-2100496;ANDALUCÍA;ALMERÍA;NIJAR;75500.0;MHz;1450;-3000073260.0;43054277760.0
5191412;ALAL-2100496;ANDALUCÍA;ALMERÍA;NIJAR;75750.0;MHz;1450;-3000073260.0;43054277760.0
5206077;ALAL-2100496;ANDALUCÍA;ALMERÍA;NIJAR;85500.0;MHz;1450;-3000073260.0;43054277760.0
5220742;ALAL-2100496;ANDALUCÍA;ALMERÍA;NIJAR;85750.0;MHz;1450;-3000073260.0;43054277760.0
5235407;ALAL-2100526;ANDALUCÍA;ALMERÍA;PURCHENA;75625.0;MHz;1450;-3000073260.0;43054277760.0
5250070;ALAL-2100526;ANDALUCÍA;ALMERÍA;SOMONTIN;85625.0;MHz;240;-2712437310.0;42939811580.0
5264735;A A -2102190;ARAGÓN;TERUEL;TERUEL;75750.0;MHz;240;-2712437310.0;42939811580.0
5279400;A A -2102190;ARAGÓN;TERUEL;TERUEL;85750.0;MHz;240;-2712437310.0;42939811580.0
5294065;B ZZ-1301758;ARAGÓN;HUESCA;AREN;14963.0;MHz;240;-2712437310.0;42939811580.0
5308735;B ZZ-1301758;ARAGÓN;HUESCA;BONANSA;14543.0;MHz;1160;-2565400370.0;43051196530.0
5323400;B ZZ-1301758;ARAGÓN;HUESCA;BONANSA;19480.0;MHz;1160;-2565400370.0;43051196530.0
5338060;B ZZ-1301760;ARAGÓN;ZARAGOZA;MEQUINENZA;14543.0;MHz;240;-2712437310.0;42939811580.0
5352725;CUZZ-2100056;ARAGÓN;TERUEL;ABEJUELA;14739.0;MHz;240;-2712437310.0;42939811580.0
5367390;DGZZ-9200214;ARAGÓN;ZARAGOZA;EJEA DE LOS CABALLEROS;8147.97;MHz;240;-2712437310.0;42939811580.0
5382055;DGZZ-9200214;ARAGÓN;ZARAGOZA;EJEA DE LOS CABALLEROS;8177.62;MHz;240;-2712437310.0;42939811580.0
5396720;DGZZ-9200214;ARAGÓN;ZARAGOZA;EJEA DE LOS CABALLEROS;8207.27;MHz;240;-2712437310.0;42939811580.0
5411385;GUZZ-1700113;ARAGÓN;ZARAGOZA;SEDILES;6830.0;MHz;240;-2712437310.0;42939811580.0
5426050;GUZZ-1700113;ARAGÓN;ZARAGOZA;SEDILES;6860.0;MHz;240;-2712437310.0;42939811580.0
5440715;HUHU-0800064;ARAGÓN;HUESCA;SABIÑANIGO;5945.2;MHz;240;-2712437310.0;42939811580.0
5455380;HUHU-0800064;ARAGÓN;HUESCA;SABIÑANIGO;6197.24;MHz;240;-2712437310.0;42939811580.0
5470045;HUHU-0800064;ARAGÓN;HUESCA;SALLENT DE GALLEGO;5945.2;MHz;240;-2712437310.0;42939811580.0
5484710;HUHU-0800064;ARAGÓN;HUESCA;SALLENT DE GALLEGO;6197.24;MHz;240;-2712437310.0;42939811580.0
5499375;HUHU-0800065;ARAGÓN;HUESCA;BIELSA;5945.2;MHz;240;-2712437310.0;42939811580.0
5514040;HUHU-0800065;ARAGÓN;HUESCA;BOLTAÑA;6197.24;MHz;240;-2712437310.0;42939811580.0
5528705;HUHU-0800065;ARAGÓN;HUESCA;TELLA-SIN;5945.2;MHz;240;-2712437310.0;42939811580.0
5543370;HUHU-0800065;ARAGÓN;HUESCA;TELLA-SIN;6197.24;MHz;240;-2712437310.0;42939811580.0
5558035;HUHU-0800096;ARAGÓN;HUESCA;BENASQUE;5945.2;MHz;240;-2712437310.0;42939811580.0
5572700;HUHU-0800096;ARAGÓN;HUESCA;BENASQUE;5974.85;MHz;240;-2712437310.0;42939811580.0
5587373;HUHU-0800096;ARAGÓN;HUESCA;CHIA;5945.2;MHz;1474;-3127917180.0;43120843580.0
5602038;HUHU-0800096;ARAGÓN;HUESCA;CHIA;5974.85;MHz;1474;-3127917180.0;43120843580.0
5616703;HUHU-0800096;ARAGÓN;HUESCA;CHIA;6197.24;MHz;1474;-3127917180.0;43120843580.0
5631368;HUHU-0800096;ARAGÓN;HUESCA;CHIA;6226.89;MHz;1474;-3127917180.0;43120843580.0
5646025;HUHU-0800096;ARAGÓN;HUESCA;GRAUS;6197.24;MHz;240;-2712437310.0;42939811580.0
5660690;HUHU-0800096;ARAGÓN;HUESCA;GRAUS;6226.89;MHz;240;-2712437310.0;42939811580.0
5675355;HUHU-1100759;ARAGÓN;HUESCA;ARGUIS;6890.0;MHz;240;-2712437310.0;42939811580.0
5690020;HUHU-1100759;ARAGÓN;HUESCA;CANFRANC;6152.75;MHz;240;-2712437310.0;42939811580.0
5704693;HUHU-1100759;ARAGÓN;HUESCA;HUESCA;6550.0;MHz;1474;-3127917180.0;43120843580.0
5719350;HUHU-1100759;ARAGÓN;HUESCA;JACA;6404.79;MHz;240;-2712437310.0;42939811580.0
5734015;HUHU-1100759;ARAGÓN;HUESCA;JACA;6550.0;MHz;240;-2712437310.0;42939811580.0
5748680;HUHU-1100759;ARAGÓN;HUESCA;JACA;18387.5;MHz;240;-2712437310.0;42939811580.0
5763345;HUHU-1100759;ARAGÓN;HUESCA;JACA;19397.5;MHz;240;-2712437310.0;42939811580.0
5778010;HUHU-1200113;ARAGÓN;HUESCA;BARBASTRO;22358.0;MHz;240;-2712437310.0;42939811580.0
5792675;HUHU-1200113;ARAGÓN;HUESCA;BARBASTRO;23366.0;MHz;240;-2712437310.0;42939811580.0
5807340;HUHU-1300072;ARAGÓN;HUESCA;SABIÑANIGO;38.0485;GHz;240;-2712437310.0;42939811580.0
5822005;HUHU-1300072;ARAGÓN;HUESCA;SABIÑANIGO;39.3085;GHz;240;-2712437310.0;42939811580.0
5836678;HUHU-1400045;ARAGÓN;HUESCA;HUESCA;5989.675;MHz;1474;-3127917180.0;43120843580.0
5851343;HUHU-1400045;ARAGÓN;HUESCA;HUESCA;6078.625;MHz;1474;-3127917180.0;43120843580.0
5866008;HUHU-1400045;ARAGÓN;HUESCA;HUESCA;6745.0;MHz;1474;-3127917180.0;43120843580.0
5880667;HUHU-1400045;ARAGÓN;HUESCA;NUENO;6241.715;MHz;1450;-3000073260.0;43054277760.0
5895332;HUHU-1400045;ARAGÓN;HUESCA;NUENO;6330.665;MHz;1450;-3000073260.0;43054277760.0
5909997;HUHU-1400045;ARAGÓN;HUESCA;NUENO;7085.0;MHz;1450;-3000073260.0;43054277760.0
5924668;HUHU-1400047;ARAGÓN;HUESCA;HUESCA;14.739;GHz;1474;-3127917180.0;43120843580.0
5939333;HUHU-1400047;ARAGÓN;HUESCA;HUESCA;14.9105;GHz;1474;-3127917180.0;43120843580.0
5953992;HUHU-1400047;ARAGÓN;HUESCA;NUENO;15.159;GHz;1450;-3000073260.0;43054277760.0
5968657;HUHU-1400047;ARAGÓN;HUESCA;NUENO;15.3305;GHz;1450;-3000073260.0;43054277760.0
5983320;HUHU-1700285;ARAGÓN;HUESCA;CAPELLA;22134.0;MHz;240;-2712437310.0;42939811580.0
5997985;HUHU-1700285;ARAGÓN;HUESCA;ISABENA;23142.0;MHz;240;-2712437310.0;42939811580.0
6012652;HUHU-1700290;ARAGÓN;HUESCA;BINEFAR;18820.0;MHz;1450;-3000073260.0;43054277760.0
6027315;HUHU-1700290;ARAGÓN;HUESCA;SAN ESTEBAN DE LITERA;17810.0;MHz;240;-2712437310.0;42939811580.0
6041980;HUHU-1700396;ARAGÓN;HUESCA;JACA;12793.0;MHz;240;-2712437310.0;42939811580.0
6056645;HUHU-1700396;ARAGÓN;HUESCA;JACA;13059.0;MHz;240;-2712437310.0;42939811580.0
6071312;HUHU-1700397;ARAGÓN;HUESCA;LOARRE;6034.15;MHz;1450;-3000073260.0;43054277760.0
6085975;HUHU-1700397;ARAGÓN;HUESCA;PANTICOSA;6286.19;MHz;240;-2712437310.0;42939811580.0
6100640;HUHU-1800022;ARAGÓN;HUESCA;BERBEGAL;18875.0;MHz;240;-2712437310.0;42939811580.0
6115307;HUHU-1800022;ARAGÓN;HUESCA;MONZON;17865.0;MHz;1450;-3000073260.0;43054277760.0
6129970;HUHU-1800026;ARAGÓN;HUESCA;ARGUIS;15330.5;MHz;240;-2712437310.0;42939811580.0
6144635;HUHU-1800026;ARAGÓN;HUESCA;SABIÑANIGO;14910.5;MHz;240;-2712437310.0;42939811580.0
6159300;HUHU-1800104;ARAGÓN;HUESCA;FRAGA;22134.0;MHz;240;-2712437310.0;42939811580.0
6173965;HUHU-1800104;ARAGÓN;HUESCA;FRAGA;23142.0;MHz;240;-2712437310.0;42939811580.0
