;Referencia;Titular;NIF/CIF;Domicilio social;Localidad;Provincia_x;C. Postal;F. Concesion;F. Caducidad;Susceptible cesion;Susceptible mutualizacion;Obtenido por transferencia;dia_concesion;mes_concesion;año_concesion;Comunidad;Provincia_y;Municipio;Frequencias;Tipo;codigopostalid;lat;lon;brand_sort;score_sort;match_sort;ratio
433458;L L -2000194;RETEVISION I, S.A.U.;A62275680;CALLE JUAN ESPLANDIÚ, 11.;MADRID;MADRID;28007;;2026-12-31;True;False;False;0;0;0;;;;;;;;;RETEVISION I S.A.;100;RETEVISION I, S.A.;94
433581;L L -2000202;TRADIA TELECOM, S.A.;A61902045;AVDA PARC LOGISTIC, 12.;BARCELONA;BARCELONA;8040;;2025-12-31;True;False;False;0;0;0;;;;;;;;;A2Z TELECOMUNICACIONES SL;98;A2Z TELECOMUNICAIONES SL;62
433674;L L -2100024;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;;2026-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;75
433795;L L -2100052;TRADIA TELECOM, S.A.;A61902045;AVDA PARC LOGISTIC, 12.;BARCELONA;BARCELONA;8040;2021-09-03;2026-12-31;True;False;False;1945;162;5;;;;;;;;;A2Z TELECOMUNICACIONES SL;98;A2Z TELECOMUNICAIONES SL;62
433888;L L -2100055;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;;2026-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;75
433995;L L -2100085;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;;2026-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;75
434102;L L -2100158;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;;2026-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;75
434224;L L -2100268;E. TELECOM SEGRIA SL;B25474917;CALLE LLIBERTAT, 13.;LLEIDA;LLEIDA;25005;;2026-12-31;True;False;False;0;0;0;;;;;;;;;SEROSENSE TELECOM SL;98;SEROSENSE TELECOM SLU;70
434330;L L -2100277;TRADIA TELECOM, S.A.;A61902045;AVDA PARC LOGISTIC, 12.;BARCELONA;BARCELONA;8040;;2026-12-31;True;False;False;0;0;0;;;;;;;;;A2Z TELECOMUNICACIONES SL;98;A2Z TELECOMUNICAIONES SL;62
434423;L L -2100303;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;;2026-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;75
434545;L L -2100373;SEROSENSE TELECOM SL;B25796483;CTRA N-II, 450.;TORRES DE SEGRE;LLEIDA;25170;;2026-12-31;True;False;False;0;0;0;;;;;;;;;SEROSENSE TELECOM SL;98;SEROSENSE TELECOM SLU;98
434637;L L -2100381;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;;2026-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;75
434744;L L -2100382;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;;2026-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;75
434849;L L -2100563;RETEVISION I, S.A.U.;A62275680;CALLE JUAN ESPLANDIÚ, 11.;MADRID;MADRID;28007;2021-06-07;2026-12-31;True;False;False;2033;169;6;;;;;;;;;RETEVISION I S.A.;100;RETEVISION I, S.A.;94
434972;L L -2100564;TRADIA TELECOM, S.A.;A61902045;AVDA PARC LOGÍSTICO, 12.;BARCELONA;BARCELONA;8040;2021-02-07;2026-12-31;True;False;False;2153;179;6;;;;;;;;;A2Z TELECOMUNICACIONES SL;98;A2Z TELECOMUNICAIONES SL;62
435065;L L -2100631;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-06-08;2026-12-31;True;False;False;2032;169;6;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;75
435186;L L -2100844;TRADIA TELECOM, S.A.;A61902045;AVDA PARC LOGISTIC, 12.;BARCELONA;BARCELONA;8040;;2026-12-31;True;False;False;0;0;0;;;;;;;;;A2Z TELECOMUNICACIONES SL;98;A2Z TELECOMUNICAIONES SL;62
435279;L L -2200004;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;;2027-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;75
435386;L L -2200032;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;;2027-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;75
435600;L L -2200189;VODAFONE ONO S.A.;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;;2027-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
435707;L L -2200210;VODAFONE ONO S.A.;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;;2027-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
435828;L L -2200231;TRADIA TELECOM, S.A.;A61902045;AVDA PASEO DE LA ZONA FRANCA, 105.;BARCELONA;BARCELONA;8038;;2027-12-31;True;False;False;0;0;0;;;;;;;;;A2Z TELECOMUNICACIONES SL;98;A2Z TELECOMUNICAIONES SL;62
435919;L L -2200232;RETEVISION I, S.A.U.;A62275680;AVDA PASEO DE LA ZONA FRANCA, 105.;BARCELONA;BARCELONA;8038;;2027-12-31;True;False;False;0;0;0;;;;;;;;;RETEVISION I S.A.;100;RETEVISION I, S.A.;94
436047;L ZZ-0700001;TRADIA TELECOM SA;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. Javier Cabello);MADRID;MADRID;28007;2007-08-02;2022-12-31;True;False;False;5630;469;16;;;;;;;;;TRADIA TELECOM SA;97;TRADIA TELECOM, SAU;97
436256;L ZZ-1800035;TRADIA TELECOM, S.A.;A61902045;AVDA PARC LOGISTIC, 12.;BARCELONA;BARCELONA;8040;2018-01-03;2023-12-31;True;False;False;2188;182;6;;;;;;;;;A2Z TELECOMUNICACIONES SL;98;A2Z TELECOMUNICAIONES SL;62
436349;L ZZ-2100380;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;;2026-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;75
436456;M B -0001007;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;;2026-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
436563;M B -0400257;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;;2025-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
436670;M B -0400258;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;;2025-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
436777;M B -0500383;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;;2026-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
436882;M B -9901565;RETEVISION I, S.A.;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;;2026-12-31;True;False;False;0;0;0;;;;;;;;;RETEVISION I S.A.;100;RETEVISION I, S.A.;100
436991;M GE-0100969;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;;2022-12-31;False;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
437096;M GE-0400158;RETEVISION I, S.A.;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;;2025-12-31;True;False;False;0;0;0;;;;;;;;;RETEVISION I S.A.;100;RETEVISION I, S.A.;100
437205;M GE-0500016;VODAFONE ESPAÑA SA;A80907397;AVDA AMERICA, 115.;MADRID;MADRID;28042;;2026-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;100
437312;M GE-0500018;VODAFONE ESPAÑA SA;A80907397;AVDA AMERICA, 115.;MADRID;MADRID;28042;;2026-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;100
437419;M GE-0500020;VODAFONE ESPAÑA, SA;A80907397;AV AMERICA, 115;MADRID;MADRID;28042;;2026-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;100
437526;M GE-0500309;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;;2025-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
437633;M GE-9800825;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;;2026-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
437972;M T -0155005;MARQUES BIDCO SL;B88419569;CL PEDRO TEIXEIRA, 8. 6º;MADRID;MADRID;28020;;2022-12-31;True;False;True;0;0;0;;;;;;;;;MARQUES BIDCO SL;97;MARQUES BIDCO SLU;97
438059;M ZZ-0300372;RETEVISION I SA;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;;2025-12-31;True;False;False;0;0;0;;;;;;;;;RETEVISION I S.A.;100;RETEVISION I, S.A.;90
438166;PMPM-2100718;RETEVISION I, S.A.U.;A62275680;CALLE JUAN ESPLANDIÚ, 11.;MADRID;MADRID;28007;2021-06-07;2026-12-31;True;False;False;2033;169;6;;;;;;;;;RETEVISION I S.A.;100;RETEVISION I, S.A.;94
438275;T T -0600083;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;;2026-12-31;False;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
438382;T T -0600084;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;;2026-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
438503;T T -0800059;TRADIA TELECOM, S.A.;A61902045;AVDA PARC LOGISTIC, 12.;BARCELONA;BARCELONA;8040;2008-01-07;2023-12-31;True;False;False;5837;486;16;;;;;;;;;A2Z TELECOMUNICACIONES SL;98;A2Z TELECOMUNICAIONES SL;62
438610;T T -0800060;TRADIA TELECOM, S.A.;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;2008-01-07;2023-12-31;True;False;False;5837;486;16;;;;;;;;;A2Z TELECOMUNICACIONES SL;98;A2Z TELECOMUNICAIONES SL;62
438717;T T -0800078;TRADIA TELECOM, S.A.;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;;2023-12-31;True;False;False;0;0;0;;;;;;;;;A2Z TELECOMUNICACIONES SL;98;A2Z TELECOMUNICAIONES SL;62
438824;T T -0800116;TRADIA TELECOM, S.A.;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;;2023-12-31;True;False;False;0;0;0;;;;;;;;;A2Z TELECOMUNICACIONES SL;98;A2Z TELECOMUNICAIONES SL;62
438931;T T -0800326;TRADIA TELECOM, S.A.;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;;2023-12-31;True;False;False;0;0;0;;;;;;;;;A2Z TELECOMUNICACIONES SL;98;A2Z TELECOMUNICAIONES SL;62
439038;T T -0900013;TRADIA TELECOM, S.A.;A61902045;AVDA PARC LOGISTIC, 12.;BARCELONA;BARCELONA;8040;2009-09-02;2024-12-31;True;False;False;5599;467;16;;;;;;;;;A2Z TELECOMUNICACIONES SL;98;A2Z TELECOMUNICAIONES SL;62
439145;T T -0900098;TRADIA TELECOM, S.A.;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;2009-08-10;2024-12-31;True;False;False;5622;468;16;;;;;;;;;A2Z TELECOMUNICACIONES SL;98;A2Z TELECOMUNICAIONES SL;62
439252;T T -0900123;TRADIA TELECOM, S.A.;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;;2024-12-31;True;False;False;0;0;0;;;;;;;;;A2Z TELECOMUNICACIONES SL;98;A2Z TELECOMUNICAIONES SL;62
439359;T T -0900124;TRADIA TELECOM, S.A.;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;2009-08-10;2024-12-31;True;False;False;5622;468;16;;;;;;;;;A2Z TELECOMUNICACIONES SL;98;A2Z TELECOMUNICAIONES SL;62
439466;T T -0900125;TRADIA TELECOM, S.A.;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;;2024-12-31;True;False;False;0;0;0;;;;;;;;;A2Z TELECOMUNICACIONES SL;98;A2Z TELECOMUNICAIONES SL;62
439557;T T -0900140;RETEVISION I, S.A.;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;;2024-12-31;True;False;False;0;0;0;;;;;;;;;RETEVISION I S.A.;100;RETEVISION I, S.A.;100
439664;T T -0900141;RETEVISION I, S.A.;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2009-03-11;2024-12-31;True;False;False;5774;481;16;;;;;;;;;RETEVISION I S.A.;100;RETEVISION I, S.A.;100
439787;T T -1000003;TRADIA TELECOM, S.A.;A61902045;AVDA PARC LOGISTIC, 12.;BARCELONA;BARCELONA;8040;;2025-12-31;True;False;False;0;0;0;;;;;;;;;A2Z TELECOMUNICACIONES SL;98;A2Z TELECOMUNICAIONES SL;62
439894;T T -1100066;TRADIA TELECOM, S.A.;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;;2026-12-31;True;False;False;0;0;0;;;;;;;;;A2Z TELECOMUNICACIONES SL;98;A2Z TELECOMUNICAIONES SL;62
440001;T T -1100067;TRADIA TELECOM, S.A.;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;;2026-12-31;True;False;False;0;0;0;;;;;;;;;A2Z TELECOMUNICACIONES SL;98;A2Z TELECOMUNICAIONES SL;62
440108;T T -1100068;TRADIA TELECOM, S.A.;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;2011-05-07;2026-12-31;True;False;False;5717;476;16;;;;;;;;;A2Z TELECOMUNICACIONES SL;98;A2Z TELECOMUNICAIONES SL;62
440215;T T -1100069;TRADIA TELECOM, S.A.;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;;2026-12-31;True;False;False;0;0;0;;;;;;;;;A2Z TELECOMUNICACIONES SL;98;A2Z TELECOMUNICAIONES SL;62
440322;T T -1100070;TRADIA TELECOM, S.A.;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;;2026-12-31;True;False;False;0;0;0;;;;;;;;;A2Z TELECOMUNICACIONES SL;98;A2Z TELECOMUNICAIONES SL;62
440429;T T -1100071;TRADIA TELECOM, S.A.;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;;2026-12-31;True;False;False;0;0;0;;;;;;;;;A2Z TELECOMUNICACIONES SL;98;A2Z TELECOMUNICAIONES SL;62
440536;T T -1100072;TRADIA TELECOM, S.A.;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;;2026-12-31;True;False;False;0;0;0;;;;;;;;;A2Z TELECOMUNICACIONES SL;98;A2Z TELECOMUNICAIONES SL;62
440643;T T -1100073;TRADIA TELECOM, S.A.;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;;2026-12-31;True;False;False;0;0;0;;;;;;;;;A2Z TELECOMUNICACIONES SL;98;A2Z TELECOMUNICAIONES SL;62
440750;T T -1100074;TRADIA TELECOM, S.A.;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;;2026-12-31;True;False;False;0;0;0;;;;;;;;;A2Z TELECOMUNICACIONES SL;98;A2Z TELECOMUNICAIONES SL;62
440857;T T -1100075;TRADIA TELECOM, S.A.;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;;2026-12-31;True;False;False;0;0;0;;;;;;;;;A2Z TELECOMUNICACIONES SL;98;A2Z TELECOMUNICAIONES SL;62
440964;T T -1100076;TRADIA TELECOM, S.A.;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;;2026-12-31;True;False;False;0;0;0;;;;;;;;;A2Z TELECOMUNICACIONES SL;98;A2Z TELECOMUNICAIONES SL;62
441057;T T -1100178;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2012-11-01;2022-12-31;True;False;False;3712;309;10;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
441164;T T -1200261;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2013-08-01;2023-12-31;True;False;False;3804;317;11;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
441285;T T -1300140;TRADIA TELECOM, S.A.;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;;2023-12-31;True;False;False;0;0;0;;;;;;;;;A2Z TELECOMUNICACIONES SL;98;A2Z TELECOMUNICAIONES SL;62
441378;T T -1300394;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;;2023-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
441485;T T -1300495;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;;2024-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
441592;T T -1300496;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;;2024-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
441699;T T -1300550;VODAFONE ONO SA;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;;2024-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;75
441806;T T -1400001;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2014-07-03;2024-12-31;True;False;False;3834;320;11;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
441911;T T -1500801;RETEVISION I SA;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2016-04-02;2026-12-31;True;False;False;3925;327;11;;;;;;;;;RETEVISION I S.A.;100;RETEVISION I, S.A.;90
442020;T T -1600040;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;;2026-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
442127;T T -1600087;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;;2026-12-31;False;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
442253;T T -1600348;TRADIA TELECOM SA;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;;2026-12-31;False;False;False;0;0;0;;;;;;;;;TRADIA TELECOM SA;97;TRADIA TELECOM, SAU;97
442360;T T -1600453;TRADIA TELECOM SA;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;;2026-12-31;True;False;False;0;0;0;;;;;;;;;TRADIA TELECOM SA;97;TRADIA TELECOM, SAU;97
442485;T T -1600954;XFERA MOVILES, S.A.U.;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2017-10-01;2022-12-31;True;False;False;1917;160;5;;;;;;;;;XFERA MOVILES S.A.;94;XFERA MOVILES, S.A.U.;100
442592;T T -1600955;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2017-10-01;2022-12-31;True;False;False;1917;160;5;;;;;;;;;XFERA MOVILES S.A.;94;XFERA MOVILES, S.A.U.;86
442674;T T -1600985;AIRE NETWORKS DEL MEDITERRANEO SL;B53704599;CL RAMON Y CAJAL,11 (PARQUE EMPRESARIAL);ELCHE;ALICANTE/ALACANT;3203;2016-01-12;2026-12-31;False;False;False;4006;334;11;;;;;;;;;AIRE NETWORKS DEL MEDITERRANEO S.L.;100;AIRE NETWORKS DEL MEDITERRANEO, S.L.;96
442781;T T -1600986;AIRE NETWORKS DEL MEDITERRANEO SL;B53704599;CL RAMON Y CAJAL,11 (PARQUE EMPRESARIAL);ELCHE;ALICANTE/ALACANT;3203;2016-02-12;2026-12-31;True;False;False;3975;331;11;;;;;;;;;AIRE NETWORKS DEL MEDITERRANEO S.L.;100;AIRE NETWORKS DEL MEDITERRANEO, S.L.;96
442888;T T -1600989;AIRE NETWORKS DEL MEDITERRANEO SL;B53704599;CL RAMON Y CAJAL,11 (PARQUE EMPRESARIAL);ELCHE;ALICANTE/ALACANT;3203;2016-12-12;2026-12-31;False;False;False;3671;306;10;;;;;;;;;AIRE NETWORKS DEL MEDITERRANEO S.L.;100;AIRE NETWORKS DEL MEDITERRANEO, S.L.;96
442995;T T -1600990;AIRE NETWORKS DEL MEDITERRANEO SL;B53704599;CL RAMON Y CAJAL,11 (PARQUE EMPRESARIAL);ELCHE;ALICANTE/ALACANT;3203;;2026-12-31;True;False;False;0;0;0;;;;;;;;;AIRE NETWORKS DEL MEDITERRANEO S.L.;100;AIRE NETWORKS DEL MEDITERRANEO, S.L.;96
443090;T T -1700347;VODAFONE ONO SA;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2017-02-06;2022-12-31;True;False;False;2154;180;6;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;75
443197;T T -1700401;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;;2022-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;75
443304;T T -1700474;VODAFONE ONO SA;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2017-12-07;2022-12-31;True;False;False;1850;154;5;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;75
443448;T T -1700476;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;;2022-12-31;True;False;False;0;0;0;;;;;;;;;XFERA MOVILES S.A.;94;XFERA MOVILES, S.A.U.;86
443621;T T -1700550;E-PORTS AMPLE DE BANDA I INTERNET. SOCIEDAD LIMITADA;B55688410;PZ ALFONSO XII, 7. 0º 1B;TORTOSA;TARRAGONA;43500;;2022-12-31;True;False;False;0;0;0;;;;;;;;;E-PORTS AMPLE DE BANDA I INTERNET SL;80;E-PORTS AMPLE DE BANDA I INTERNET. SOCIEDAD LIMITADA;100
443625;T T -1700639;VODAFONE ONO SA;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;;2022-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;75
443769;T T -1700644;XFERA MOVILES, S.A.U.;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2018-08-01;2023-12-31;True;False;False;1978;165;5;;;;;;;;;XFERA MOVILES S.A.;94;XFERA MOVILES, S.A.U.;100
443851;T T -1700699;AIRE NETWORKS DEL MEDITERRANEO SL;B53704599;CL SANTIAGO RAMON Y CAJAL (PARQUE EMPRESARIAL), 11;TORRELLANO;ALICANTE/ALACANT;3320;;2023-12-31;True;False;False;0;0;0;;;;;;;;;AIRE NETWORKS DEL MEDITERRANEO S.L.;100;AIRE NETWORKS DEL MEDITERRANEO, S.L.;96
443958;T T -1700700;AIRE NETWORKS DEL MEDITERRANEO SL;B53704599;CL SANTIAGO RAMON Y CAJAL (PARQUE EMPRESARIAL), 11;TORRELLANO;ALICANTE/ALACANT;3320;;2022-12-31;True;False;False;0;0;0;;;;;;;;;AIRE NETWORKS DEL MEDITERRANEO S.L.;100;AIRE NETWORKS DEL MEDITERRANEO, S.L.;96
444090;T T -1700701;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;;2022-12-31;True;False;False;0;0;0;;;;;;;;;XFERA MOVILES S.A.;94;XFERA MOVILES, S.A.U.;86
444172;T T -1700724;AIRE NETWORKS DEL MEDITERRANEO SL;B53704599;CL SANTIAGO RAMON Y CAJAL (PARQUE EMPRESARIAL), 11;TORRELLANO;ALICANTE/ALACANT;3320;;2023-12-31;True;False;False;0;0;0;;;;;;;;;AIRE NETWORKS DEL MEDITERRANEO S.L.;100;AIRE NETWORKS DEL MEDITERRANEO, S.L.;96
444279;T T -1800006;AIRE NETWORKS DEL MEDITERRANEO SL;B53704599;CL SANTIAGO RAMON Y CAJAL (PARQUE EMPRESARIAL), 11;TORRELLANO;ALICANTE/ALACANT;3320;;2023-12-31;True;False;False;0;0;0;;;;;;;;;AIRE NETWORKS DEL MEDITERRANEO S.L.;100;AIRE NETWORKS DEL MEDITERRANEO, S.L.;96
444477;T T -1800009;E-PORTS AMPLE DE BANDA I INTERNET. SOCIEDAD LIMITADA;B55688410;PLAZA ALFONSO XII, 7. BAº B;TORTOSA;TARRAGONA;43500;2018-01-03;2023-12-31;True;False;False;2188;182;6;;;;;;;;;E-PORTS AMPLE DE BANDA I INTERNET SL;80;E-PORTS AMPLE DE BANDA I INTERNET. SOCIEDAD LIMITADA;100
444481;T T -1800134;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2018-04-05;2023-12-31;True;False;False;2096;175;6;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
