;Referencia;Titular;NIF/CIF;Domicilio social;Localidad;Provincia;C. Postal;F. Concesion;F. Caducidad;Susceptible cesion;Susceptible mutualizacion;Obtenido por transferencia;dia_concesion;mes_concesion;año_concesion
3222;M B -0500383;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2006-03-22;2026-12-31;True;False;False;7589;632;21
3223;M B -9901565;RETEVISION I, S.A.;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2001-02-19;2026-12-31;True;False;False;9446;787;26
3224;M GE-0100969;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2002-11-14;2022-12-31;False;False;False;7352;613;20
3225;M GE-0400158;RETEVISION I, S.A.;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2005-12-15;2025-12-31;True;False;False;7321;610;20
3227;M GE-0500016;VODAFONE ESPAÑA SA;A80907397;AVDA AMERICA, 115.;MADRID;MADRID;28042;2006-01-19;2026-12-31;True;False;False;7651;638;21
3228;M GE-0500018;VODAFONE ESPAÑA SA;A80907397;AVDA AMERICA, 115.;MADRID;MADRID;28042;2006-01-19;2026-12-31;True;False;False;7651;638;21
3229;M GE-0500020;VODAFONE ESPAÑA, SA;A80907397;AV AMERICA, 115;MADRID;MADRID;28042;2006-01-19;2026-12-31;True;False;False;7651;638;21
3230;M GE-0500309;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2005-12-19;2025-12-31;True;False;False;7317;610;20
3231;M GE-9800825;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2001-04-26;2026-12-31;True;False;False;9380;782;26
3232;M L -9858006;MARQUES BIDCO SL;B88419569;CL PEDRO TEIXEIRA, 8. 6º;MADRID;MADRID;28020;1999-10-26;2024-12-31;True;False;True;9198;766;26
3233;M T -0155005;MARQUES BIDCO SL;B88419569;CL PEDRO TEIXEIRA, 8. 6º;MADRID;MADRID;28020;2002-04-23;2022-12-31;True;False;True;7557;630;21
3234;M ZZ-0300372;RETEVISION I SA;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2005-09-23;2025-12-31;True;False;False;7404;617;21
3235;PMPM-2100718;RETEVISION I, S.A.U.;A62275680;CALLE JUAN ESPLANDIÚ, 11.;MADRID;MADRID;28007;2021-06-07;2026-12-31;True;False;False;2033;169;6
3236;T T -0600083;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2006-11-23;2026-12-31;False;False;False;7343;612;20
3238;T T -0600084;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2006-11-23;2026-12-31;True;False;False;7343;612;20
3239;T T -0800059;TRADIA TELECOM, S.A.;A61902045;AVDA PARC LOGISTIC, 12.;BARCELONA;BARCELONA;8040;2008-01-07;2023-12-31;True;False;False;5837;486;16
3240;T T -0800060;TRADIA TELECOM, S.A.;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;2008-01-07;2023-12-31;True;False;False;5837;486;16
3241;T T -0800078;TRADIA TELECOM, S.A.;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;2008-10-21;2023-12-31;True;False;False;5549;462;15
3242;T T -0800116;TRADIA TELECOM, S.A.;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;2008-06-27;2023-12-31;True;False;False;5665;472;16
3243;T T -0800326;TRADIA TELECOM, S.A.;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;2008-11-28;2023-12-31;True;False;False;5511;459;15
3244;T T -0900013;TRADIA TELECOM, S.A.;A61902045;AVDA PARC LOGISTIC, 12.;BARCELONA;BARCELONA;8040;2009-09-02;2024-12-31;True;False;False;5599;467;16
3245;T T -0900098;TRADIA TELECOM, S.A.;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;2009-08-10;2024-12-31;True;False;False;5622;468;16
3246;T T -0900123;TRADIA TELECOM, S.A.;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;2009-06-19;2024-12-31;True;False;False;5674;473;16
3247;T T -0900124;TRADIA TELECOM, S.A.;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;2009-08-10;2024-12-31;True;False;False;5622;468;16
3249;T T -0900125;TRADIA TELECOM, S.A.;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;2009-10-26;2024-12-31;True;False;False;5545;462;15
3250;T T -0900140;RETEVISION I, S.A.;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2009-11-17;2024-12-31;True;False;False;5523;460;15
3251;T T -0900141;RETEVISION I, S.A.;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2009-03-11;2024-12-31;True;False;False;5774;481;16
3252;T T -1000003;TRADIA TELECOM, S.A.;A61902045;AVDA PARC LOGISTIC, 12.;BARCELONA;BARCELONA;8040;2010-01-21;2025-12-31;True;False;False;5823;485;16
3253;T T -1100066;TRADIA TELECOM, S.A.;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;2011-08-22;2026-12-31;True;False;False;5610;468;16
3254;T T -1100067;TRADIA TELECOM, S.A.;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;2011-07-29;2026-12-31;True;False;False;5634;470;16
3255;T T -1100068;TRADIA TELECOM, S.A.;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;2011-05-07;2026-12-31;True;False;False;5717;476;16
3256;T T -1100069;TRADIA TELECOM, S.A.;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;2011-08-25;2026-12-31;True;False;False;5607;467;16
3257;T T -1100070;TRADIA TELECOM, S.A.;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;2011-08-25;2026-12-31;True;False;False;5607;467;16
3258;T T -1100071;TRADIA TELECOM, S.A.;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;2011-08-22;2026-12-31;True;False;False;5610;468;16
3260;T T -1100072;TRADIA TELECOM, S.A.;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;2011-09-14;2026-12-31;True;False;False;5587;466;16
3261;T T -1100073;TRADIA TELECOM, S.A.;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;2011-08-22;2026-12-31;True;False;False;5610;468;16
3262;T T -1100074;TRADIA TELECOM, S.A.;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;2011-08-22;2026-12-31;True;False;False;5610;468;16
3263;T T -1100075;TRADIA TELECOM, S.A.;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;2011-08-22;2026-12-31;True;False;False;5610;468;16
3264;T T -1100076;TRADIA TELECOM, S.A.;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;2011-08-22;2026-12-31;True;False;False;5610;468;16
3265;T T -1100178;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2012-11-01;2022-12-31;True;False;False;3712;309;10
3266;T T -1200261;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2013-08-01;2023-12-31;True;False;False;3804;317;11
3267;T T -1300140;TRADIA TELECOM, S.A.;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;2013-05-30;2023-12-31;True;False;False;3867;322;11
3268;T T -1300394;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2013-11-22;2023-12-31;True;False;False;3691;308;10
3269;T T -1300495;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2014-01-31;2024-12-31;True;False;False;3987;332;11
3271;T T -1300496;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2014-01-31;2024-12-31;True;False;False;3987;332;11
3272;T T -1300550;VODAFONE ONO SA;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2014-02-28;2024-12-31;True;False;False;3959;330;11
3273;T T -1400001;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2014-07-03;2024-12-31;True;False;False;3834;320;11
3274;T T -1500801;RETEVISION I SA;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2016-04-02;2026-12-31;True;False;False;3925;327;11
3275;T T -1600040;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2016-02-17;2026-12-31;True;False;False;3970;331;11
3276;T T -1600087;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2016-03-17;2026-12-31;False;False;False;3941;328;11
3277;T T -1600348;TRADIA TELECOM SA;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;2016-07-19;2026-12-31;False;False;False;3817;318;11
3278;T T -1600453;TRADIA TELECOM SA;A61902045;CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO);MADRID;MADRID;28007;2016-10-17;2026-12-31;True;False;False;3727;311;10
3279;T T -1600954;XFERA MOVILES, S.A.U.;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2017-10-01;2022-12-31;True;False;False;1917;160;5
3280;T T -1600955;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2017-10-01;2022-12-31;True;False;False;1917;160;5
3282;T T -1600985;AIRE NETWORKS DEL MEDITERRANEO SL;B53704599;CL RAMON Y CAJAL,11 (PARQUE EMPRESARIAL);ELCHE;ALICANTE/ALACANT;3203;2016-01-12;2026-12-31;False;False;False;4006;334;11
3283;T T -1600986;AIRE NETWORKS DEL MEDITERRANEO SL;B53704599;CL RAMON Y CAJAL,11 (PARQUE EMPRESARIAL);ELCHE;ALICANTE/ALACANT;3203;2016-02-12;2026-12-31;True;False;False;3975;331;11
3284;T T -1600989;AIRE NETWORKS DEL MEDITERRANEO SL;B53704599;CL RAMON Y CAJAL,11 (PARQUE EMPRESARIAL);ELCHE;ALICANTE/ALACANT;3203;2016-12-12;2026-12-31;False;False;False;3671;306;10
3285;T T -1600990;AIRE NETWORKS DEL MEDITERRANEO SL;B53704599;CL RAMON Y CAJAL,11 (PARQUE EMPRESARIAL);ELCHE;ALICANTE/ALACANT;3203;2016-11-23;2026-12-31;True;False;False;3690;308;10
3286;T T -1700347;VODAFONE ONO SA;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2017-02-06;2022-12-31;True;False;False;2154;180;6
3287;T T -1700401;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2017-06-26;2022-12-31;True;False;False;2014;168;6
3288;T T -1700474;VODAFONE ONO SA;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2017-12-07;2022-12-31;True;False;False;1850;154;5
3289;T T -1700476;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2017-07-13;2022-12-31;True;False;False;1997;166;6
3290;T T -1700550;E-PORTS AMPLE DE BANDA I INTERNET. SOCIEDAD LIMITADA;B55688410;PZ ALFONSO XII, 7. 0º 1B;TORTOSA;TARRAGONA;43500;2017-08-24;2022-12-31;True;False;False;1955;163;5
3291;T T -1700639;VODAFONE ONO SA;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2017-11-15;2022-12-31;True;False;False;1872;156;5
3293;T T -1700644;XFERA MOVILES, S.A.U.;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2018-08-01;2023-12-31;True;False;False;1978;165;5
3294;T T -1700699;AIRE NETWORKS DEL MEDITERRANEO SL;B53704599;CL SANTIAGO RAMON Y CAJAL (PARQUE EMPRESARIAL), 11;TORRELLANO;ALICANTE/ALACANT;3320;2018-01-15;2023-12-31;True;False;False;2176;181;6
3295;T T -1700700;AIRE NETWORKS DEL MEDITERRANEO SL;B53704599;CL SANTIAGO RAMON Y CAJAL (PARQUE EMPRESARIAL), 11;TORRELLANO;ALICANTE/ALACANT;3320;2017-12-20;2022-12-31;True;False;False;1837;153;5
3296;T T -1700701;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2017-12-20;2022-12-31;True;False;False;1837;153;5
3297;T T -1700724;AIRE NETWORKS DEL MEDITERRANEO SL;B53704599;CL SANTIAGO RAMON Y CAJAL (PARQUE EMPRESARIAL), 11;TORRELLANO;ALICANTE/ALACANT;3320;2018-01-15;2023-12-31;True;False;False;2176;181;6
3298;T T -1800006;AIRE NETWORKS DEL MEDITERRANEO SL;B53704599;CL SANTIAGO RAMON Y CAJAL (PARQUE EMPRESARIAL), 11;TORRELLANO;ALICANTE/ALACANT;3320;2018-02-22;2023-12-31;True;False;False;2138;178;6
3299;T T -1800009;E-PORTS AMPLE DE BANDA I INTERNET. SOCIEDAD LIMITADA;B55688410;PLAZA ALFONSO XII, 7. BAº B;TORTOSA;TARRAGONA;43500;2018-01-03;2023-12-31;True;False;False;2188;182;6
3300;T T -1800134;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2018-04-05;2023-12-31;True;False;False;2096;175;6
3301;T T -1800145;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2018-04-30;2023-12-31;True;False;False;2071;173;6
3302;T T -1800146;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2018-04-30;2023-12-31;True;False;False;2071;173;6
3304;T T -1800253;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2018-03-07;2023-12-31;True;False;False;2125;177;6
3305;T T -1800465;TRADIA TELECOM, S.A.;A61902045;AV PARC LOGISTIC, 12-20;BARCELONA;BARCELONA;8040;2018-08-10;2023-12-31;True;False;False;1969;164;5
3306;T T -1800467;TRADIA TELECOM, S.A.;A61902045;AV PARC LOGISTIC, 12-20;BARCELONA;BARCELONA;8040;2018-09-10;2023-12-31;True;False;False;1938;162;5
3307;T T -1900098;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2019-11-02;2024-12-31;True;False;False;1886;157;5
3308;T T -1900108;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2019-02-13;2024-12-31;True;False;False;2148;179;6
3309;T T -1900189;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO 1. PARQUE EMPRESARIAL LA FINCA, 5. 0º;MADRID;MADRID;28223;2019-05-03;2024-12-31;False;False;False;2069;172;6
3310;T T -1900273;ORANGE ESPAGNE, SAU;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2019-04-22;2024-12-31;False;False;False;2080;173;6
3311;T T -1900274;ORANGE ESPAGNE, SAU;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2019-04-22;2024-12-31;False;False;False;2080;173;6
3312;T T -1900275;ORANGE ESPAÑA SA;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;2019-04-22;2024-12-31;False;False;False;2080;173;6
3313;T T -1900276;ORANGE ESPAÑA SA;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;2019-04-22;2024-12-31;False;False;False;2080;173;6
3315;T T -1900374;ORANGE ESPAGNE, SAU;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2019-06-06;2024-12-31;False;False;False;2035;170;6
3316;T T -1900375;ORANGE ESPAGNE, SAU;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2019-05-06;2024-12-31;False;False;False;2066;172;6
3317;T T -1900422;ORANGE ESPAÑA SA;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;2019-05-06;2024-12-31;False;False;False;2066;172;6
3318;T T -1900472;ORANGE ESPAGNE, SAU;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2019-06-21;2024-12-31;False;False;False;2020;168;6
3319;T T -1900475;ORANGE ESPAÑA SA;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;2019-04-07;2024-12-31;False;False;False;2095;175;6
3320;T T -1900495;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2019-07-23;2024-12-31;True;False;False;1988;166;6
3321;T T -1900619;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2019-12-11;2024-12-31;True;False;False;1847;154;5
3322;T T -1900636;E-PORTS AMPLE DE BANDA I INTERNET SL;B55688410;PZ ALFONS XII, 7. 0º 1B;TORTOSA;TARRAGONA;43500;2020-10-01;2025-12-31;True;False;False;1917;160;5
3323;T T -1900827;TRADIA TELECOM, S.A.;A61902045;AV PARC LOGISTIC, 12-20;BARCELONA;BARCELONA;8040;2020-03-20;2025-12-31;True;False;False;2112;176;6
3324;T T -2000011;VODAFONE ONO SA;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2020-06-04;2025-12-31;True;False;False;2036;170;6
3326;T T -2000034;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2020-04-13;2025-12-31;False;False;False;2088;174;6
3327;T T -2000326;TRADIA TELECOM, S.A.UNIP.;A61902045;AV PARC LOGISTIC, 12-20;BARCELONA;BARCELONA;8040;2020-11-06;2025-12-31;True;False;False;1881;157;5
3328;T T -2000400;VODAFONE ONO SA;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2020-10-07;2025-12-31;True;False;False;1911;159;5
3329;T T -2000491;TRADIA TELECOM, S.A.;A61902045;CALLE JUAN ESPLANDIU, 11;MADRID;MADRID;28007;2020-06-26;2025-12-31;True;False;False;2014;168;6
3330;T T -2000497;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115;MADRID;MADRID;28042;2020-08-07;2025-12-31;True;False;False;1972;164;5
3331;T T -2000530;TRADIA TELECOM, S.A.;A61902045;AVDA PARC LOGISTIC, 12;BARCELONA;BARCELONA;8040;2020-01-07;2025-12-31;False;False;False;2185;182;6
3332;T T -2000748;E-PORTS AMPLE DE BANDA I INTERNET. SOCIEDAD LIMITADA;B55688410;PLAZA ALFONSO XII, 7;TORTOSA;TARRAGONA;43500;2020-07-28;2025-12-31;True;False;False;1982;165;6
3333;T T -2000791;VODAFONE ONO SA;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2020-01-09;2025-12-31;True;False;False;2183;182;6
3334;T T -2000867;E-PORTS AMPLE DE BANDA I INTERNET. SOCIEDAD LIMITADA;B55688410;PLAZA ALFONSO XII, 7. BAº B;TORTOSA;TARRAGONA;43500;2020-08-09;2025-12-31;True;False;False;1970;164;5
3335;T T -2000937;AIRE NETWORKS DEL MEDITERRANEO S.L.;B53704599;CALLE SANTIAGO RAMON Y CAJAL, 11.;ELCHE;ALICANTE/ALACANT;3203;2020-09-15;2025-12-31;True;False;False;1933;161;5
3337;T T -2001000;E-PORTS AMPLE DE BANDA I INTERNET. SOCIEDAD LIMITADA;B55688410;PLAZA ALFONSO XII, 7. BAº B;TORTOSA;TARRAGONA;43500;2020-09-10;2025-12-31;False;False;False;1938;162;5
3338;T T -2001051;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2020-10-20;2025-12-31;True;False;False;1898;158;5
3339;T T -2001055;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2020-10-20;2025-12-31;True;False;False;1898;158;5
3340;T T -2001070;ORANGE ESPAÑA SA;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;2020-10-22;2025-12-31;False;False;False;1896;158;5
3341;T T -2001129;E-PORTS AMPLE DE BANDA I INTERNET. SOCIEDAD LIMITADA;B55688410;PLAZA ALFONS XII, 7. BAº B;TORTOSA;TARRAGONA;43500;2020-12-11;2025-12-31;True;False;False;1846;154;5
3342;T T -2001130;E-PORTS AMPLE DE BANDA I INTERNET. SOCIEDAD LIMITADA;B55688410;PLAZA ALFONS XII, 7. BAº B;TORTOSA;TARRAGONA;43500;2020-10-11;2025-12-31;True;False;False;1907;159;5
3343;T T -2001135;LYNTIA NETWORKS, S.A.;A61648069;PS DE LA CASTELLANA, 259 D. 42º;MADRID;MADRID;28046;2020-11-13;2025-12-31;True;False;False;1874;156;5
3344;T T -2001136;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2020-11-13;2025-12-31;True;False;False;1874;156;5
3345;T T -2001144;E-PORTS AMPLE DE BANDA I INTERNET. SOCIEDAD LIMITADA;B55688410;PLAZA ALFONSO XII, 7. BAº B;TORTOSA;TARRAGONA;43500;2020-11-20;2025-12-31;True;False;False;1867;156;5
3346;T T -2001145;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2020-11-20;2025-12-31;True;False;False;1867;156;5
3348;T T -2001146;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2020-04-12;2025-12-31;True;False;False;2089;174;6
3349;T T -2001147;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2020-11-20;2025-12-31;True;False;False;1867;156;5
3350;T T -2001148;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2020-11-20;2025-12-31;True;False;False;1867;156;5
3351;T T -2001149;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2020-11-27;2025-12-31;True;False;False;1860;155;5
3352;T T -2001162;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2020-11-27;2025-12-31;True;False;False;1860;155;5
3353;T T -2001163;AIRE NETWORKS DEL MEDITERRANEO S.L.;B53704599;CALLE SANTIAGO RAMÓN Y CAJAL, 11.;ELCHE;ALICANTE/ALACANT;3203;2020-10-12;2025-12-31;True;False;False;1906;159;5
3354;T T -2001166;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2020-12-14;2025-12-31;True;False;False;1843;154;5
3355;T T -2001195;TRADIA TELECOM, S.A.;A61902045;AVDA PARC LOGISTIC, 12.;BARCELONA;BARCELONA;8040;2020-12-14;2025-12-31;True;False;False;1843;154;5
3356;T T -2001196;TRADIA TELECOM, S.A.;A61902045;AVDA PARC LOGISTIC, 12.;BARCELONA;BARCELONA;8040;2020-12-14;2025-12-31;True;False;False;1843;154;5
3357;T T -2001204;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-11-01;2026-12-31;True;False;False;1886;157;5
3359;T T -2100001;E-PORTS AMPLE DE BANDA I INTERNET. SOCIEDAD LIMITADA;B55688410;PLAZA ALFONSO, XII. BAº 1B;TORTOSA;TARRAGONA;43500;2021-11-01;2026-12-31;True;False;False;1886;157;5
3360;T T -2100022;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-01-14;2026-12-31;True;False;False;2177;181;6
3361;T T -2100051;TRADIA TELECOM, S.A.;A61902045;AVDA PARC LOGISTIC, 12.;BARCELONA;BARCELONA;8040;2021-02-25;2026-12-31;True;False;False;2135;178;6
3362;T T -2100084;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-02-23;2026-12-31;True;False;False;2137;178;6
3363;T T -2100101;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-02-23;2026-12-31;True;False;False;2137;178;6
3364;T T -2100123;AIRE NETWORKS DEL MEDITERRANEO S.L.;B53704599;CALLE SANTIAGO RAMON Y CAJAL, 11.;ELCHE;ALICANTE/ALACANT;3203;2021-09-03;2026-12-31;True;False;False;1945;162;5
3365;T T -2100183;AIRE NETWORKS DEL MEDITERRANEO S.L.;B53704599;CALLE SANTIAGO RAMON Y CAJAL, 11.;ELCHE;ALICANTE/ALACANT;3203;2021-03-24;2026-12-31;True;False;False;2108;176;6
3366;T T -2100223;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-12-04;2026-12-31;True;False;False;1853;154;5
3367;T T -2100448;RETEVISION I, S.A.U.;A62275680;CALLE JUAN ESPLANDIÚ, 11.;MADRID;MADRID;28007;2021-03-06;2026-12-31;True;False;False;2126;177;6
3368;T T -2100472;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-06-07;2026-12-31;True;False;False;2033;169;6
3370;T T -2100473;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-06-07;2026-12-31;True;False;False;2033;169;6
3371;T T -2100475;INICIATIVES DE TELEVISIO SL;B43496447;AVDA DE BELISSENS, 42.;REUS;TARRAGONA;43204;2021-06-07;2026-12-31;True;False;False;2033;169;6
3372;T T -2100480;TRADIA TELECOM, S.A.;A61902045;AVDA PARC LOGÍSTICO, 12.;BARCELONA;BARCELONA;8040;2021-06-07;2026-12-31;True;False;False;2033;169;6
3373;T T -2100481;TRADIA TELECOM, S.A.;A61902045;AVDA PARC LOGÍSTICO, 12.;BARCELONA;BARCELONA;8040;2021-06-07;2026-12-31;True;False;False;2033;169;6
3374;T T -2100482;TRADIA TELECOM, S.A.;A61902045;AVDA PARC LOGISTICO, 12.;BARCELONA;BARCELONA;8040;2021-12-07;2026-12-31;True;False;False;1850;154;5
3375;T T -2100488;TRADIA TELECOM, S.A.;A61902045;AVDA PARC LOGÍSTICO, 12.;BARCELONA;BARCELONA;8040;2021-12-07;2026-12-31;True;False;False;1850;154;5
3376;T T -2100491;TRADIA TELECOM, S.A.;A61902045;AVDA PARC LOGÍSTICO, 12.;BARCELONA;BARCELONA;8040;2021-07-20;2026-12-31;True;False;False;1990;166;6
3377;T T -2100492;TRADIA TELECOM, S.A.;A61902045;AVDA P, 12.;BARCELONA;BARCELONA;8040;2021-07-20;2026-12-31;True;False;False;1990;166;6
